w782,tor,tor (2),tor (3),w782 (2),w782 (3),hbtr,hbtr (2),hbtr (3)
2023/4/10,1.2881,1.4691,0.05%,开放申购,开放赎回,,,
2023/4/7,1.2875,1.4685,0.02%,开放申购,开放赎回,,,
2023/4/6,1.2872,1.4682,0.02%,开放申购,开放赎回,,,
2023/4/4,1.2869,1.4679,0.02%,开放申购,开放赎回,,,
2023/4/3,1.2866,1.4676,0.04%,开放申购,开放赎回,,,
2023/3/31,1.2861,1.4671,0.04%,开放申购,开放赎回,,,
2023/3/30,1.2856,1.4666,0.02%,开放申购,开放赎回,,,
2023/3/29,1.2853,1.4663,0.02%,开放申购,开放赎回,,,
2023/3/28,1.2851,1.4661,0.01%,开放申购,开放赎回,,,
2023/3/27,1.285,1.466,0.05%,开放申购,开放赎回,,,
2023/3/24,1.2843,1.4653,0.02%,开放申购,开放赎回,,,
2023/3/23,1.284,1.465,0.03%,开放申购,开放赎回,,,
2023/3/22,1.2836,1.4646,0.02%,开放申购,开放赎回,,,
2023/3/21,1.2833,1.4643,0.07%,开放申购,开放赎回,,,
2023/3/20,1.2824,1.4634,0.09%,开放申购,开放赎回,,,
2023/3/17,1.2812,1.4622,0.04%,开放申购,开放赎回,,,
2023/3/16,1.2807,1.4617,0.04%,开放申购,开放赎回,,,
2023/3/15,1.2802,1.4612,0.02%,开放申购,开放赎回,,,
2023/3/14,1.28,1.461,0.05%,开放申购,开放赎回,,,
2023/3/13,1.2793,1.4603,0.08%,开放申购,开放赎回,,,
2023/3/10,1.2783,1.4593,0.05%,开放申购,开放赎回,,,
2023/3/9,1.2776,1.4586,0.05%,开放申购,开放赎回,,,
2023/3/8,1.2769,1.4579,0.07%,开放申购,开放赎回,,,
2023/3/7,1.276,1.457,0.04%,开放申购,开放赎回,,,
2023/3/6,1.2755,1.4565,0.05%,开放申购,开放赎回,,,
2023/3/3,1.2748,1.4558,0.01%,开放申购,开放赎回,,,
2023/3/2,1.2747,1.4557,0.02%,开放申购,开放赎回,,,
2023/3/1,1.2744,1.4554,0.02%,开放申购,开放赎回,,,
2023/2/28,1.2742,1.4552,-0.01%,开放申购,开放赎回,,,
2023/2/27,1.2743,1.4553,0.02%,开放申购,开放赎回,,,
2023/2/24,1.2741,1.4551,0.02%,开放申购,开放赎回,,,
2023/2/23,1.2738,1.4548,0.02%,开放申购,开放赎回,,,
2023/2/22,1.2736,1.4546,0.02%,开放申购,开放赎回,,,
2023/2/21,1.2734,1.4544,-0.04%,开放申购,开放赎回,,,
2023/2/20,1.2739,1.4549,-0.01%,开放申购,开放赎回,,,
2023/2/17,1.274,1.455,0.07%,开放申购,开放赎回,,,
2023/2/16,1.2731,1.4541,0.07%,开放申购,开放赎回,,,
2023/2/15,1.2722,1.4532,0.05%,开放申购,开放赎回,,,
2023/2/14,1.2716,1.4526,0.06%,开放申购,开放赎回,,,
2023/2/13,1.2708,1.4518,0.09%,开放申购,开放赎回,,,
2023/2/10,1.2697,1.4507,0.06%,开放申购,开放赎回,,,
2023/2/9,1.269,1.45,0.07%,开放申购,开放赎回,,,
2023/2/8,1.2681,1.4491,0.06%,开放申购,开放赎回,,,
2023/2/7,1.2674,1.4484,0.06%,开放申购,开放赎回,,,
2023/2/6,1.2667,1.4477,0.06%,开放申购,开放赎回,,,
2023/2/3,1.266,1.447,0.08%,开放申购,开放赎回,,,
2023/2/2,1.265,1.446,0.04%,开放申购,开放赎回,,,
2023/2/1,1.2645,1.4455,0.02%,开放申购,开放赎回,,,
2023/1/31,1.2643,1.4453,0.02%,开放申购,开放赎回,,,
2023/1/30,1.264,1.445,0.10%,开放申购,开放赎回,,,
2023/1/20,1.2628,1.4438,0.02%,开放申购,开放赎回,,,
2023/1/19,1.2626,1.4436,0.02%,开放申购,开放赎回,,,
2023/1/18,1.2624,1.4434,-0.01%,开放申购,开放赎回,,,
2023/1/17,1.2625,1.4435,0.01%,开放申购,开放赎回,,,
2023/1/16,1.2624,1.4434,-0.03%,开放申购,开放赎回,,,
2023/1/13,1.2628,1.4438,-0.01%,开放申购,开放赎回,,,
2023/1/12,1.2629,1.4439,0.02%,开放申购,开放赎回,,,
2023/1/11,1.2626,1.4436,-0.03%,开放申购,开放赎回,,,
2023/1/10,1.263,1.444,-0.03%,开放申购,开放赎回,,,
2023/1/9,1.2634,1.4444,0.03%,开放申购,开放赎回,,,
2023/1/6,1.263,1.444,0.02%,开放申购,开放赎回,,,
2023/1/5,1.2628,1.4438,0.14%,开放申购,开放赎回,,,
2023/1/4,1.261,1.442,0.10%,开放申购,开放赎回,,,
2023/1/3,1.2598,1.4408,0.09%,开放申购,开放赎回,,,
2022/12/31,1.2587,1.4397,0.00%,开放申购,开放赎回,,,
2022/12/30,1.2587,1.4397,0.07%,开放申购,开放赎回,,,
2022/12/29,1.2578,1.4388,0.07%,开放申购,开放赎回,,,
2022/12/28,1.2569,1.4379,0.01%,开放申购,开放赎回,,,
2022/12/27,1.2568,1.4378,0.02%,开放申购,开放赎回,,,
2022/12/26,1.2566,1.4376,0.06%,开放申购,开放赎回,,,
2022/12/23,1.2558,1.4368,0.10%,开放申购,开放赎回,,,
2022/12/22,1.2545,1.4355,0.06%,开放申购,开放赎回,,,
2022/12/21,1.2538,1.4348,-0.01%,开放申购,开放赎回,,,
2022/12/20,1.2539,1.4349,0.01%,开放申购,开放赎回,,,
2022/12/19,1.2538,1.4348,0.05%,开放申购,开放赎回,,,
2022/12/16,1.2532,1.4342,-0.05%,开放申购,开放赎回,,,
2022/12/15,1.2538,1.4348,0.06%,开放申购,开放赎回,,,
2022/12/14,1.253,1.434,-0.02%,开放申购,开放赎回,,,
2022/12/13,1.2533,1.4343,-0.26%,开放申购,开放赎回,,,
2022/12/12,1.2566,1.4376,-0.10%,开放申购,开放赎回,,,
2022/12/9,1.2578,1.4388,-0.10%,开放申购,开放赎回,,,
2022/12/8,1.259,1.44,-0.07%,开放申购,开放赎回,,,
2022/12/7,1.2599,1.4409,-0.17%,开放申购,开放赎回,,,
2022/12/6,1.262,1.443,-0.13%,开放申购,开放赎回,,,
2022/12/5,1.2637,1.4447,-0.04%,开放申购,开放赎回,,,
2022/12/2,1.2642,1.4452,-0.02%,开放申购,开放赎回,,,
2022/12/1,1.2645,1.4455,-0.06%,开放申购,开放赎回,,,
2022/11/30,1.2653,1.4463,-0.08%,开放申购,开放赎回,,,
2022/11/29,1.2663,1.4473,-0.15%,开放申购,开放赎回,,,
2022/11/28,1.2682,1.4492,-0.02%,开放申购,开放赎回,,,
2022/11/25,1.2685,1.4495,-0.03%,开放申购,开放赎回,,,
2022/11/24,1.2689,1.4499,0.10%,开放申购,开放赎回,,,
2022/11/23,1.2676,1.4486,0.02%,开放申购,开放赎回,,,
2022/11/22,1.2674,1.4484,-0.02%,开放申购,开放赎回,,,
