w782,tor,tor (3),w782 (2),w782 (3),hbtr,hbtr (2),hbtr (3)
2023/2/10,1.277,-1.16%,限制大额申购,开放赎回,,,
2023/2/9,1.292,0.78%,限制大额申购,开放赎回,,,
2023/2/8,1.282,0.23%,限制大额申购,开放赎回,,,
2023/2/7,1.279,-0.39%,限制大额申购,开放赎回,,,
2023/2/6,1.284,-1.38%,限制大额申购,开放赎回,,,
2023/2/3,1.302,-0.76%,限制大额申购,开放赎回,,,
2023/2/2,1.312,2.90%,限制大额申购,开放赎回,,,
2023/2/1,1.275,0.31%,限制大额申购,开放赎回,,,
2023/1/31,1.271,-0.31%,限制大额申购,开放赎回,,,
2023/1/30,1.275,0.79%,开放申购,开放赎回,,,
2023/1/20,1.265,1.12%,开放申购,开放赎回,,,
2023/1/19,1.251,-1.42%,开放申购,开放赎回,,,
2023/1/18,1.269,0.08%,开放申购,开放赎回,,,
2023/1/17,1.268,0.40%,开放申购,开放赎回,,,
2023/1/16,1.263,-0.16%,开放申购,开放赎回,,,
2023/1/13,1.265,0.48%,开放申购,开放赎回,,,
2023/1/12,1.259,0.88%,开放申购,开放赎回,,,
2023/1/11,1.248,1.38%,开放申购,开放赎回,,,
2023/1/10,1.231,-0.40%,开放申购,开放赎回,,,
2023/1/9,1.236,1.39%,开放申购,开放赎回,,,
2023/1/6,1.219,0.33%,开放申购,开放赎回,,,
2023/1/5,1.215,0.00%,开放申购,开放赎回,,,
2023/1/4,1.215,0.50%,开放申购,开放赎回,,,
2023/1/3,1.209,1.60%,开放申购,开放赎回,,,
2022/12/31,1.19,0.00%,开放申购,开放赎回,,,
2022/12/30,1.19,-0.83%,开放申购,开放赎回,,,
2022/12/29,1.2,1.10%,开放申购,开放赎回,,,
2022/12/28,1.187,-0.42%,开放申购,开放赎回,,,
2022/12/27,1.192,0.17%,开放申购,开放赎回,,,
2022/12/26,1.19,0.25%,暂停申购,暂停赎回,,,
2022/12/23,1.187,0.17%,开放申购,开放赎回,,,
2022/12/22,1.185,-1.25%,开放申购,开放赎回,,,
2022/12/21,1.2,1.35%,开放申购,开放赎回,,,
2022/12/20,1.184,-0.08%,开放申购,开放赎回,,,
2022/12/19,1.185,-0.25%,开放申购,开放赎回,,,
2022/12/16,1.188,-0.50%,开放申购,开放赎回,,,
2022/12/15,1.194,-2.77%,开放申购,开放赎回,,,
2022/12/14,1.228,0.24%,开放申购,开放赎回,,,
2022/12/13,1.225,1.58%,开放申购,开放赎回,,,
2022/12/12,1.206,-0.74%,开放申购,开放赎回,,,
2022/12/9,1.215,1.08%,开放申购,开放赎回,,,
2022/12/8,1.202,-0.08%,开放申购,开放赎回,,,
2022/12/7,1.203,-0.58%,开放申购,开放赎回,,,
2022/12/6,1.21,-1.87%,开放申购,开放赎回,,,
2022/12/5,1.233,-0.56%,开放申购,开放赎回,,,
2022/12/2,1.24,0.32%,开放申购,开放赎回,,,
2022/12/1,1.236,0.73%,开放申购,开放赎回,,,
2022/11/30,1.227,-0.16%,开放申购,开放赎回,,,
2022/11/29,1.229,0.00%,开放申购,开放赎回,,,
2022/11/28,1.229,-1.05%,开放申购,开放赎回,,,
2022/11/25,1.242,0.16%,开放申购,开放赎回,,,
2022/11/24,1.24,1.56%,开放申购,开放赎回,,,
2022/11/23,1.221,0.16%,开放申购,开放赎回,,,
2022/11/22,1.219,0.00%,开放申购,开放赎回,,,
