w782,tor,tor (2),tor (3),w782 (2),w782 (3),hbtr,hbtr (2),hbtr (3)
2023/3/9,1.686,1.926,0.06%,限制大额申购,开放赎回,,,
2023/3/8,1.685,1.925,0.06%,限制大额申购,开放赎回,,,
2023/3/7,1.684,1.924,0.06%,限制大额申购,开放赎回,,,
2023/3/6,1.683,1.923,0.06%,限制大额申购,开放赎回,,,
2023/3/3,1.682,1.922,0.00%,限制大额申购,开放赎回,,,
2023/3/2,1.682,1.922,0.00%,限制大额申购,开放赎回,,,
2023/3/1,1.682,1.922,0.06%,限制大额申购,开放赎回,,,
2023/2/28,1.681,1.921,0.00%,限制大额申购,开放赎回,,,
2023/2/27,1.681,1.921,0.00%,限制大额申购,开放赎回,,,
2023/2/24,1.681,1.921,0.00%,限制大额申购,开放赎回,,,
2023/2/23,1.681,1.921,0.00%,限制大额申购,开放赎回,,,
2023/2/22,1.681,1.921,0.06%,限制大额申购,开放赎回,,,
2023/2/21,1.68,1.92,-0.06%,限制大额申购,开放赎回,,,
2023/2/20,1.681,1.921,0.00%,限制大额申购,开放赎回,,,
2023/2/17,1.681,1.921,0.00%,限制大额申购,开放赎回,,,
2023/2/16,1.681,1.921,0.12%,限制大额申购,开放赎回,,,
2023/2/15,1.679,1.919,0.06%,限制大额申购,开放赎回,,,
2023/2/14,1.678,1.918,0.00%,限制大额申购,开放赎回,,,
2023/2/13,1.678,1.918,0.06%,限制大额申购,开放赎回,,,
2023/2/10,1.677,1.917,0.06%,限制大额申购,开放赎回,,,
2023/2/9,1.676,1.916,0.06%,限制大额申购,开放赎回,,,
2023/2/8,1.675,1.915,0.06%,限制大额申购,开放赎回,,,
2023/2/7,1.674,1.914,0.06%,限制大额申购,开放赎回,,,
2023/2/6,1.673,1.913,0.06%,限制大额申购,开放赎回,,,
2023/2/3,1.672,1.912,0.12%,限制大额申购,开放赎回,,,
2023/2/2,1.67,1.91,0.06%,限制大额申购,开放赎回,,,
2023/2/1,1.669,1.909,0.00%,限制大额申购,开放赎回,,,
2023/1/31,1.669,1.909,0.00%,限制大额申购,开放赎回,,,
2023/1/30,1.669,1.909,0.12%,限制大额申购,开放赎回,,,
2023/1/20,1.667,1.907,0.00%,限制大额申购,开放赎回,,,
2023/1/19,1.667,1.907,0.06%,限制大额申购,开放赎回,,,
2023/1/18,1.666,1.906,0.00%,限制大额申购,开放赎回,,,
2023/1/17,1.666,1.906,0.00%,限制大额申购,开放赎回,,,
2023/1/16,1.666,1.906,-0.06%,限制大额申购,开放赎回,,,
2023/1/13,1.667,1.907,0.00%,限制大额申购,开放赎回,,,
2023/1/12,1.667,1.907,0.00%,限制大额申购,开放赎回,,,
2023/1/11,1.667,1.907,0.00%,限制大额申购,开放赎回,,,
2023/1/10,1.667,1.907,-0.12%,限制大额申购,开放赎回,,,
2023/1/9,1.669,1.909,-0.06%,限制大额申购,开放赎回,,,
2023/1/6,1.67,1.91,-0.06%,限制大额申购,开放赎回,,,
2023/1/5,1.671,1.911,0.12%,限制大额申购,开放赎回,,,
2023/1/4,1.669,1.909,0.12%,限制大额申购,开放赎回,,,
2023/1/3,1.667,1.907,0.12%,限制大额申购,开放赎回,,,
2022/12/31,1.665,1.905,0.00%,限制大额申购,开放赎回,,,
2022/12/30,1.665,1.905,0.06%,限制大额申购,开放赎回,,,
2022/12/29,1.664,1.904,0.06%,限制大额申购,开放赎回,,,
2022/12/28,1.663,1.903,0.00%,限制大额申购,开放赎回,,,
2022/12/27,1.663,1.903,0.00%,限制大额申购,开放赎回,,,
2022/12/26,1.663,1.903,0.06%,限制大额申购,开放赎回,,,
2022/12/23,1.662,1.902,0.12%,限制大额申购,开放赎回,,,
2022/12/22,1.66,1.9,0.06%,限制大额申购,开放赎回,,,
2022/12/21,1.659,1.899,0.00%,限制大额申购,开放赎回,,,
2022/12/20,1.659,1.899,0.00%,限制大额申购,开放赎回,,,
2022/12/19,1.659,1.899,0.12%,限制大额申购,开放赎回,,,
2022/12/16,1.657,1.897,0.00%,限制大额申购,开放赎回,,,
2022/12/15,1.657,1.897,0.12%,限制大额申购,开放赎回,,,
2022/12/14,1.655,1.895,0.12%,限制大额申购,开放赎回,,,
2022/12/13,1.653,1.893,-0.30%,限制大额申购,开放赎回,,,
2022/12/12,1.658,1.898,-0.18%,限制大额申购,开放赎回,,,
2022/12/9,1.661,1.901,-0.12%,限制大额申购,开放赎回,,,
2022/12/8,1.663,1.903,0.00%,限制大额申购,开放赎回,,,
2022/12/7,1.663,1.903,-0.18%,限制大额申购,开放赎回,,,
2022/12/6,1.666,1.906,-0.12%,限制大额申购,开放赎回,,,
2022/12/5,1.668,1.908,-0.06%,限制大额申购,开放赎回,,,
2022/12/2,1.669,1.909,0.00%,限制大额申购,开放赎回,,,
2022/12/1,1.669,1.909,-0.06%,限制大额申购,开放赎回,,,
2022/11/30,1.67,1.91,-0.06%,限制大额申购,开放赎回,,,
2022/11/29,1.671,1.911,-0.18%,限制大额申购,开放赎回,,,
2022/11/28,1.674,1.914,-0.06%,限制大额申购,开放赎回,,,
2022/11/25,1.675,1.915,0.00%,限制大额申购,开放赎回,,,
2022/11/24,1.675,1.915,0.06%,限制大额申购,开放赎回,,,
2022/11/23,1.674,1.914,0.06%,限制大额申购,开放赎回,,,
2022/11/22,1.673,1.913,-0.06%,限制大额申购,开放赎回,,,
2022/11/21,1.674,1.914,0.06%,限制大额申购,开放赎回,,,
2022/11/18,1.673,1.913,0.00%,限制大额申购,开放赎回,,,
2022/11/17,1.673,1.913,0.00%,限制大额申购,开放赎回,,,
2022/11/16,1.673,1.913,-0.18%,限制大额申购,开放赎回,,,
2022/11/15,1.676,1.916,-0.12%,限制大额申购,开放赎回,,,
2022/11/14,1.678,1.918,-0.30%,限制大额申购,开放赎回,,,
2022/11/11,1.683,1.923,-0.12%,限制大额申购,开放赎回,,,
2022/11/10,1.685,1.925,0.00%,限制大额申购,开放赎回,,,
2022/11/9,1.685,1.925,-0.06%,限制大额申购,开放赎回,,,
2022/11/8,1.686,1.926,0.00%,限制大额申购,开放赎回,,,
2022/11/7,1.686,1.926,0.00%,限制大额申购,开放赎回,,,
2022/11/4,1.686,1.926,-0.06%,限制大额申购,开放赎回,,,
2022/11/3,1.687,1.927,0.06%,限制大额申购,开放赎回,,,
2022/11/2,1.686,1.926,0.00%,限制大额申购,开放赎回,,,
2022/11/1,1.686,1.926,-0.06%,限制大额申购,开放赎回,,,
2022/10/31,1.687,1.927,0.06%,限制大额申购,开放赎回,,,
2022/10/28,1.686,1.926,0.06%,限制大额申购,开放赎回,,,
2022/10/27,1.685,1.925,0.00%,限制大额申购,开放赎回,,,
2022/10/26,1.685,1.925,0.00%,限制大额申购,开放赎回,,,
